C_ANT,C_VIG,C_MAD,C_NMAD,C_REG,NOM_REG,C_DEPEND,DEPEN,PERTEN,TIPO,AMBITO,URGENCIA,CERTIFICA,DEPEN_A,NIVEL,NOMBRE,C_COM,NOM_COM,VIA,NUMERO,DIRECCION,FONO,F_INICIO,F_REAPER,SAPU,F_CAMBIO,TIPO_CAMB,LATITUD,LONGITUD,PRESTADOR,ESTADO,NIVEL_COM,MODALIDAD
16-100,116100,No Aplica,No Aplica,7,Región Del Maule,16,Servicio de Salud Del Maule,Perteneciente,Hospital,Establecimiento de Salud,SI,Autogestionado en Red ( EAR),Servicio de Salud,Terciario,Hospital San Juan de Dios (Curicó),7301,Curicó,Calle,121,Chacabuco,752565900,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-34.989789,-71.23577,Público ,Vigente en operación ,Alta Complejidad,Atención Cerrada-Hospitalaria
16-101,116101,No Aplica,No Aplica,7,Región Del Maule,16,Servicio de Salud Del Maule,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital de Teno,7308,Teno,Calle,S/N,Arturo Prat ,752565510,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-34.870946,-71.16378,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
16-102,116102,No Aplica,No Aplica,7,Región Del Maule,16,Servicio de Salud Del Maule,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital de Molina,7304,Molina,Avenida,2768,Luis Cruz Martínez ,752565200,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-35.107762,-71.295787,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
16-103,116103,No Aplica,No Aplica,7,Región Del Maule,16,Servicio de Salud Del Maule,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital de Hualañé,7302,Hualañé,Avenida,402,Libertad ,752565451,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-34.97638,-71.805559,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
16-104,116104,No Aplica,No Aplica,7,Región Del Maule,16,Servicio de Salud Del Maule,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital de Licantén,7303,Licantén,Avenida,685,Lautaro ,752565760,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-34.982716,-71.990656,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
16-105,116105,No Aplica,No Aplica,7,Región Del Maule,16,Servicio de Salud Del Maule,Perteneciente,Hospital,Establecimiento de Salud,SI,Autogestionado en Red ( EAR),Servicio de Salud,Terciario,Hospital Dr. César Garavagno Burotto (Talca),7101,Talca,Calle,1990,1 Norte ,712747000,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-35.426896,-71.646373,Público ,Vigente en operación ,Alta Complejidad,Atención Cerrada-Hospitalaria
16-106,116106,No Aplica,No Aplica,7,Región Del Maule,16,Servicio de Salud Del Maule,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital de Curepto,7103,Curepto,Calle,24,Pedro Antonio González ,752565600,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-35.093204,-72.020986,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
16-107,116107,No Aplica,No Aplica,7,Región Del Maule,16,Servicio de Salud Del Maule,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Terciario,Hospital de Constitución,7102,Constitución,Calle,200,Hospital ,712411900,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-35.339432,-72.402702,Público ,Vigente en operación ,Mediana Complejidad,Atención Cerrada-Hospitalaria
16-108,116108,No Aplica,No Aplica,7,Región Del Maule,16,Servicio de Salud Del Maule,Perteneciente,Hospital,Establecimiento de Salud,SI,Autogestionado en Red ( EAR),Servicio de Salud,Terciario,Hospital Presidente Carlos Ibáñez del Campo (Linares),7401,Linares,Avenida,753,Brasil,732566500,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-35.844282,-71.590991,Público ,Vigente en operación ,Alta Complejidad,Atención Cerrada-Hospitalaria
16-109,116109,No Aplica,No Aplica,7,Región Del Maule,16,Servicio de Salud Del Maule,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Terciario,Hospital Dr. Abel Fuentealba Lagos de San Javier,7406,San Javier,Calle,1131,Riquelme ,732566300,39814,No Aplica,No Aplica,No Aplica,Cambio de Complejidad de Baja a Mediana,-35.590724,-71.737445,Público ,Vigente en operación ,Mediana Complejidad,Atención Cerrada-Hospitalaria
16-110,116110,No Aplica,No Aplica,7,Región Del Maule,16,Servicio de Salud Del Maule,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Terciario,Hospital San José (Parral),7404,Parral,Calle,1255,Aníbal Pinto ,732566887,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-36.141982,-71.814027,Público ,Vigente en operación ,Mediana Complejidad,Atención Cerrada-Hospitalaria
16-111,116111,No Aplica,No Aplica,7,Región Del Maule,16,Servicio de Salud Del Maule,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Terciario,Hospital San Juan de Dios (Cauquenes),7201,Cauquenes,Calle,S/N,Manuel Montt ,732567031,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-35.963105,-72.32527,Público ,Vigente en operación ,Mediana Complejidad,Atención Cerrada-Hospitalaria
16-112,116112,No Aplica,No Aplica,7,Región Del Maule,16,Servicio de Salud Del Maule,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital Dr. Benjamín Pedreros (Chanco),7202,Chanco,Avenida,S/N,Padre Rolando Escobar,732566866,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-35.739564,-72.531446,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
17-101,117101,No Aplica,No Aplica,16,Región De Ñuble,17,Servicio de Salud Ñuble,Perteneciente,Hospital,Establecimiento de Salud,SI,Autogestionado en Red ( EAR),Servicio de Salud,Terciario,Hospital Clínico Herminda Martín (Chillán),16101,Chillán ,Calle,10,Francisco Ramírez ,422586792,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-36.608831,-72.092671,Público ,Vigente en operación ,Alta Complejidad,Atención Cerrada-Hospitalaria
17-102,117102,No Aplica,No Aplica,16,Región De Ñuble,17,Servicio de Salud Ñuble,Perteneciente,Hospital,Establecimiento de Salud,SI,Autogestionado en Red ( EAR),Servicio de Salud,Terciario,Hospital de San Carlos,16301,San Carlos,Calle,448,Gazmuri,422586192,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-36.429931,-71.959831,Público ,Vigente en operación ,Alta Complejidad,Atención Cerrada-Hospitalaria
17-103,117103,No Aplica,No Aplica,16,Región De Ñuble,17,Servicio de Salud Ñuble,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital Comunitario de Salud Familiar de Bulnes,16102,Bulnes,Calle,431,Balmaceda ,422585939,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-36.739712,-72.296417,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
17-104,117104,No Aplica,No Aplica,16,Región De Ñuble,17,Servicio de Salud Ñuble,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital Comunitario de Salud Familiar Pedro Morales Campos (Yungay),16109,Yungay,Calle,658,Angamos ,422585736,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-37.121823,-72.023846,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
17-106,117106,No Aplica,No Aplica,16,Región De Ñuble,17,Servicio de Salud Ñuble,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital Comunitario de Salud Familiar de Quirihue,16201,Quirihue,Calle,S/N,Prat (Ruta 126),422586020,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-36.286435,-72.547541,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
17-107,117107,No Aplica,No Aplica,16,Región De Ñuble,17,Servicio de Salud Ñuble,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital Comunitario de Salud Familiar de El Carmen,16104,El Carmen,Calle,448,Isabel Riquelme ,422585710,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-36.898017,-72.034874,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
17-108,117108,No Aplica,No Aplica,16,Región De Ñuble,17,Servicio de Salud Ñuble,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital Comunitario de Salud Familiar Dr. Eduardo Contreras Trabucco de Coelemu,16203,Coelemu,Calle,370,Manuel Antonio Matta ,422585564,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-36.490268,-72.70531,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
18-100,118100,No Aplica,No Aplica,8,Región Del Bíobío,18,Servicio de Salud Concepción,Perteneciente,Hospital,Establecimiento de Salud,SI,Autogestionado en Red ( EAR),Servicio de Salud,Terciario,Hospital Clínico Regional Dr. Guillermo Grant Benavente (Concepción),8101,Concepción,Calle,1436,San Martín ,412417588,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-36.82511,-73.037951,Público ,Vigente en operación ,Alta Complejidad,Atención Cerrada-Hospitalaria
18-103,118103,No Aplica,No Aplica,8,Región Del Bíobío,18,Servicio de Salud Concepción,Perteneciente,Hospital,Establecimiento de Salud,NO,NO,Servicio de Salud,Terciario,Hospital Traumatológico (Concepción),8101,Concepción,Calle,1580,San Martín ,412412003,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-36.824105,-73.037815,Público ,Vigente en operación ,Mediana Complejidad,Atención Cerrada-Hospitalaria
18-105,118105,No Aplica,No Aplica,8,Región Del Bíobío,18,Servicio de Salud Concepción,Perteneciente,Hospital,Establecimiento de Salud,SI,Autogestionado en Red ( EAR),Servicio de Salud,Terciario,Hospital San José (Coronel),8102,Coronel,Calle,702,Lautaro ,412413306,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-37.028242,-73.135861,Público ,Vigente en operación ,Alta Complejidad,Atención Cerrada-Hospitalaria
18-106,118106,No Aplica,No Aplica,8,Región Del Bíobío,18,Servicio de Salud Concepción,Perteneciente,Hospital,Establecimiento de Salud,SI,Autogestionado en Red ( EAR),Servicio de Salud,Terciario,Hospital de Lota,8106,Lota,Calle,702,Carrera,412411249,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-37.09019,-73.155535,Público ,Vigente en operación ,Alta Complejidad,Atención Cerrada-Hospitalaria
18-107,118107,No Aplica,No Aplica,8,Región Del Bíobío,18,Servicio de Salud Concepción,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital Clorinda Avello (Santa Juana),8109,Santa Juana,Calle,900,Lautaro ,412721050,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-37.168311,-72.94617,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
18-108,118108,No Aplica,No Aplica,8,Región Del Bíobío,18,Servicio de Salud Concepción,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital San Agustín de Florida,8104,Florida,Calle,1114,"Sargento Aldea, Florida Alto",412721550,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-36.822577,-72.649123,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
18-200,118200,No Aplica,No Aplica,8,Región Del Bíobío,8,SEREMI Del Biobío,No Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Privado,Terciario,Hospital Clínico del Sur S.A.,8101,Concepción,Calle,36,Cardenio Avello,412128122,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-36.813968,-73.031793,Privado,Vigente en operación ,Alta Complejidad,Atención Cerrada-Hospitalaria
18-519,118519,No Aplica,No Aplica,8,Región Del Bíobío,8,SEREMI Del Biobío,No Perteneciente,Hospital,Establecimiento de Salud,NO,NO,Gendamería,Terciario,Hospital de Centro de Cumplimiento Penitenciario Biobío,8101,Concepción,Calle,450,Camino a Penco,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-36.804048,-73.022926,Gendarmería,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
19-100,119100,No Aplica,No Aplica,8,Región Del Bíobío,19,Servicio de Salud Talcahuano,Perteneciente,Hospital,Establecimiento de Salud,SI,Autogestionado en Red ( EAR),Servicio de Salud,Terciario,Hospital Las Higueras (Talcahuano),8110,Talcahuano,Calle,777,Alto Horno ,412687000,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-36.740101,-73.108694,Público ,Vigente en operación ,Alta Complejidad,Atención Cerrada-Hospitalaria
19-101,119101,No Aplica,No Aplica,8,Región Del Bíobío,19,Servicio de Salud Talcahuano,Perteneciente,Hospital,Establecimiento de Salud,SI,Autogestionado en Red ( EAR),Servicio de Salud,Terciario,Hospital de Tomé,8111,Tome,Calle,1633,O'Higgins,412724950,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-36.613323,-72.954554,Público ,Vigente en operación ,Alta Complejidad,Atención Cerrada-Hospitalaria
19-102,119102,No Aplica,No Aplica,8,Región Del Bíobío,19,Servicio de Salud Talcahuano,Perteneciente,Hospital,Establecimiento de Salud,SI,Invitados a ser EAR,Servicio de Salud,Terciario,Hospital Penco Lirquén,8107,Penco,Calle,S/N,Camino a Tomé,412724800,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-36.719574,-72.975452,Público ,Vigente en operación ,Mediana Complejidad,Atención Cerrada-Hospitalaria
19-200,119200,No Aplica,No Aplica,8,Región Del Bíobío,8,SEREMI Del Biobío,No Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Privado,Terciario,Hospital Instituto de Seguridad del Trabajo Talcahuano,8110,Talcahuano,Avenida,3430,Colón,412585232,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-36.7855,-73.0649,Privado,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
19-203,119203,No Aplica,No Aplica,8,Región Del Bíobío,8,SEREMI Del Biobío,No Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Fuerzas Armadas y de Orden (FFAA),Terciario,Hospital Naval Almirante Adriazola,8110,Talcahuano,Calle,S/N,Michimalongo,412743009,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-36.69034,-73.11422,Fuerzas Armadas y de Orden,Vigente en operación ,Mediana Complejidad,Atención Cerrada-Hospitalaria
20-101,120101,No Aplica,No Aplica,8,Región Del Bíobío,20,Servicio de Salud Biobío,Perteneciente,Hospital,Establecimiento de Salud,SI,Autogestionado en Red ( EAR),Servicio de Salud,Terciario,Complejo Asistencial Dr. Víctor Ríos Ruiz (Los Ángeles),8301,Los Ángeles,Avenida,147,Ricardo Vicuña ,432336000,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-37.47365,-72.346903,Público ,Vigente en operación ,Alta Complejidad,Atención Cerrada-Hospitalaria
20-102,120102,No Aplica,No Aplica,8,Región Del Bíobío,20,Servicio de Salud Biobío,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital de Mulchén,8305,Mulchén,Calle,455,Villagra ,432332282,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-37.720357,-72.240649,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
20-103,120103,No Aplica,No Aplica,8,Región Del Bíobío,20,Servicio de Salud Biobío,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital Comunitario y Familiar de Nacimiento,8306,Nacimiento,Calle,S/N,Julio Hemmelmann ,432332970,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-37.507514,-72.676335,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
20-104,120104,No Aplica,No Aplica,8,Región Del Bíobío,20,Servicio de Salud Biobío,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital Comunitario de Yumbel,8313,Yumbel,Calle,251,Castellón,432332350,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-37.096364,-72.557662,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
20-105,120105,No Aplica,No Aplica,8,Región Del Bíobío,20,Servicio de Salud Biobío,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital Comunitario de Laja,8304,Laja,Avenida,800,Los Ríos,432332634,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-37.26429,-72.709237,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
20-106,120106,No Aplica,No Aplica,8,Región Del Bíobío,20,Servicio de Salud Biobío,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital Comunitario de Santa Bárbara,8311,Santa Bárbara,Calle,S/N,Salamanca ,432332770,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-37.668147,-72.016676,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
20-107,120107,No Aplica,No Aplica,8,Región Del Bíobío,20,Servicio de Salud Biobío,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital Comunitario Dr. Roberto Muñoz Urrutia de Huépil,8312,Tucapel,Calle,233,12 de Febrero,432332613,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-37.240323,-71.942299,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
20-213,120213,No Aplica,No Aplica,8,Región Del Bíobío,8,SEREMI Del Biobío,No Perteneciente,Hospital,Establecimiento de Salud,NO,NO,Privado,Terciario,Hospital Mutual de Seguridad CChC Los Ángeles,8301,Los Ángeles,Calle,850,Mendoza,432322177,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-37.463026,-72.353895,Privado,Vigente en operación ,Pendiente,Atención Abierta-Ambulatoria
21-109,121109,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Hospital,Establecimiento de Salud,SI,Autogestionado en Red ( EAR),Servicio de Salud,Terciario,Hospital Dr. Hernán Henríquez Aravena (Temuco),9101,Temuco,Calle,115,Montt,452296537,23065,No Aplica,No Aplica,No Aplica,Sin cambio,-38.736532,-72.599238,Público ,Vigente en operación ,Alta Complejidad,Atención Cerrada-Hospitalaria
21-110,121110,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Terciario,Hospital Dr. Abraham Godoy Peña (Lautaro),9108,Lautaro,Avenida,850,Diego Barros Arana,452552750,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-38.537076,-72.418384,Público ,Vigente en operación ,Mediana Complejidad,Atención Cerrada-Hospitalaria
21-111,121111,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital de Galvarino,9106,Galvarino,Calle,498,Mac Iver ,452552152,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-38.410261,-72.785259,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
21-112,121112,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital de Vilcún,9119,Vilcún,Calle,680,Bulnes ,452555450,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-38.666384,-72.227574,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
21-113,121113,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital Dr. Eduardo González Galeno (Cunco),9103,Cunco,Avenida,31,Santa María ,452552050,26665,No Aplica,No Aplica,No Aplica,Sin cambio,-38.930939,-72.037611,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
21-114,121114,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Terciario,Hospital Intercultural de Nueva Imperial,9111,Nueva Imperial,Calle,115,Castellón,452577866,25204,No Aplica,No Aplica,No Aplica,Sin cambio,-38.740329,-72.958314,Público ,Vigente en operación ,Mediana Complejidad,Atención Cerrada-Hospitalaria
21-115,121115,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital de Carahue,9102,Carahue,Calle,602,Almagro,452555118,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-38.712071,-73.160126,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
21-116,121116,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital Dr. Arturo Hillerns Larrañaga (Saavedra),9116,Saavedra,Calle,42,Los Araucanos,452558112,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-38.799293,-73.392623,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
21-117,121117,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Terciario,Hospital de Pitrufquén,9114,Pitrufquén,Calle,1235,Manuel Rodríguez ,452557200,23012,No Aplica,No Aplica,No Aplica,Sin cambio,-38.989944,-72.643501,Público ,Vigente en operación ,Mediana Complejidad,Atención Cerrada-Hospitalaria
21-118,121118,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital de Toltén,9118,Toltén,Calle,636,Elvira Leal ,452552250,24436,No Aplica,No Aplica,No Aplica,Sin cambio,-39.176865,-73.164154,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
21-119,121119,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital de Gorbea,9107,Gorbea,Calle,901,Carrera ,452552203,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-39.105881,-72.668275,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
21-120,121120,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital Familiar y Comunitario de Loncoche,9109,Loncoche,Calle,330,Carrera,452551750,20073,No Aplica,No Aplica,No Aplica,Sin cambio,-39.371026,-72.626231,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
21-121,121121,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Terciario,Hospital de Villarrica,9120,Villarrica,Calle,460,San Martín ,452555250,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-39.2777,-72.226793,Público ,Vigente en operación ,Mediana Complejidad,Atención Cerrada-Hospitalaria
21-200,121200,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Delegados ,Primario-Secundario ( Por confirmar),Hospital San Francisco de Pucón (D),9115,Pucón,Calle,325,Uruguay ,452441177,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-39.278833,-71.97429,Pendiente,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
21-201,121201,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Delegados ,Primario-Secundario ( Por confirmar),Hospital Makewe (D),9112,Padre Las Casas,Calle,S/N,Sector Maquehue,452352628,9863,No Aplica,No Aplica,No Aplica,Sin cambio,-38.772573,-72.61202,Pendiente,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
21-205,121205,No Aplica,No Aplica,9,Región De La Araucanía,9,SEREMI De La Araucanía,No Perteneciente,Hospital,Establecimiento de Salud,NO,NO,Privado,Terciario,Hospital del Trabajador AChS de Temuco,9101,Temuco,Calle,324,Francia,452295700,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-38.733675,-72.609481,Privado,Vigente en operación ,Pendiente,Atención Abierta-Ambulatoria
21-209,121209,No Aplica,No Aplica,9,Región De La Araucanía,9,SEREMI De La Araucanía,No Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Privado,Terciario,Hospital Clínico de la Universidad Mayor,9101,Temuco,Avenida,01955,Gabriela,452310282,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-38.73749,-72.64861,Privado,Vigente en operación ,Alta Complejidad,Atención Cerrada-Hospitalaria
22-100,122100,No Aplica,No Aplica,14,Región De Los Ríos,22,Servicio de Salud Valdivia,Perteneciente,Hospital,Establecimiento de Salud,SI,Autogestionado en Red ( EAR),Servicio de Salud,Terciario,Hospital Clínico Regional (Valdivia),14101,Valdivia,Calle,1003,Bueras ,632263390,30708,No Aplica,No Aplica,No Aplica,Sin cambio,-39.831807,-73.240138,Público ,Vigente en operación ,Alta Complejidad,Atención Cerrada-Hospitalaria
22-101,122101,No Aplica,No Aplica,14,Región De Los Ríos,22,Servicio de Salud Valdivia,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital de Corral,14102,Corral,Avenida,200,Marinero Segundo Elías Huerta,632265580,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-39.890215,-73.425706,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
22-102,122102,No Aplica,No Aplica,14,Región De Los Ríos,22,Servicio de Salud Valdivia,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital de Los Lagos,14104,Los Lagos,Calle,246,Lanín ,632264100,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-39.863059,-72.809994,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
