C_ANT,C_VIG,C_MAD,C_NMAD,C_REG,NOM_REG,C_DEPEND,DEPEN,PERTEN,TIPO,AMBITO,URGENCIA,CERTIFICA,DEPEN_A,NIVEL,NOMBRE,C_COM,NOM_COM,VIA,NUMERO,DIRECCION,FONO,F_INICIO,F_REAPER,SAPU,F_CAMBIO,TIPO_CAMB,LATITUD,LONGITUD,PRESTADOR,ESTADO,NIVEL_COM,MODALIDAD
21-523,121523,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Ranco,9116,Saavedra,Calle,S/N,Sector Ranco,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-38.70615,-73.313472,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-524,121524,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Perquiñán,9116,Saavedra,Calle,S/N,Sector Perquiñán,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-38.788862,-73.313352,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-525,121525,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Romopulli,9116,Saavedra,Calle,S/N,Sector Romopulli,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-38.826125,-73.30706,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-526,121526,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Piedra Alta,9116,Saavedra,Calle,S/N,Sector Piedra Alta,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-38.91301,-73.335883,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-527,121527,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Deume,9116,Saavedra,Calle,S/N,Sector Deume - Rucatraro,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-38.852987,-73.369325,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-528,121528,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Huapi,9116,Saavedra,Calle,S/N,Sector Huapi - Budi,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-38.906133,-73.322004,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-529,121529,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Cheucán,9116,Saavedra,Calle,S/N,Sector Cheucán - Butaco,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-38.804518,-73.355257,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-530,121530,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Calof,9116,Saavedra,Calle,S/N,Sector Calof,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-38.730354,-73.338984,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-531,121531,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Comuy,9114,Pitrufquén,Calle,S/N,Aldea de Comuy,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-39.023848,-72.967207,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-532,121532,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Los Galpones,9114,Pitrufquén,Calle,S/N,Caserío Los Galpones,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-39.025725,-72.792001,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-533,121533,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Millahuín,9114,Pitrufquén,Calle,S/N,Sector Millahuín,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-39.08884,-72.459774,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-534,121534,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Puraquina,9114,Pitrufquén,Calle,S/N,Sector Puraquina,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-39.138329,-72.353589,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-535,121535,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Mahuidanche,9114,Pitrufquén,Calle,669,Bernardo O'Higgins ,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-39.088021,-72.926001,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-536,121536,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Queule,9118,Toltén,Calle,S/N,Pueblo de Queule,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-39.39506,-73.195342,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-537,121537,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Villa Boldos,9118,Toltén,Calle,S/N,Aldea Villa Los Boldos,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-39.211213,-73.167768,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-538,121538,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Las Quemas (Toltén),9118,Toltén,Calle,S/N,Sector Las Quemas,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-39.115935,-73.011638,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-539,121539,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Porma,9117,Teodoro Schmidt,Calle,S/N,Sector Porma,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-39.126679,-73.26709,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-540,121540,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Pocoyan,9118,Toltén,Calle,S/N,Sector Camaguey,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-39.043136,-73.084419,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-541,121541,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Boroa Sur,9118,Toltén,Calle,S/N,Sector Boroa Sur,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-39.262217,-73.072759,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-542,121542,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Consultorio General Rural (CGR),Establecimiento de Salud,NO,NO,Municipal,Primario,Centro de Salud Rural Lastarria,9107,Gorbea,Calle,330,General Urrutia,452972087,42005,No Aplica,No Aplica,No Aplica,De PSR a CGR,-39.23682,-72.67628,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-543,121543,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Quitratúe,9107,Gorbea,Calle,S/N,Aldea de Quitratúe,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-39.155323,-72.659812,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-544,121544,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Pidenco,9107,Gorbea,Calle,S/N,Sector El Planchado,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-39.249184,-72.781058,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-545,121545,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Huellanto Alto,9107,Gorbea,Calle,S/N,Sector Huellanto Alto,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-39.196268,-72.484322,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-546,121546,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Licancullín,9118,Toltén,Calle,S/N,Sector Licancullín,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-39.247109,-72.904963,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-547,121547,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Consultorio General Rural (CGR),Establecimiento de Salud,NO,NO,Municipal,Primario,Consultorio de Huiscapi,9109,Loncoche,Calle,S/N,Pueblo de Huiscapi,Pendiente ,30764,No Aplica,No Aplica,No Aplica,De Posta a CGR,-39.29537,-72.405058,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-548,121548,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural La Paz,9109,Loncoche,Calle,S/N,Aldea de La Paz,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-39.411663,-72.712316,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-549,121549,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Pulmahue,9109,Loncoche,Calle,S/N,Sector Pulmahue,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-39.41369,-72.45175,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-550,121550,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Copihuelpe,9109,Loncoche,Calle,S/N,Sector Copihuelpe,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-39.391348,-72.369504,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-551,121551,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Molco ( Loncoche ),9109,Loncoche,Calle,S/N,Sector Molco,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-39.30175,-72.810419,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-555,121555,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Liumalla,9120,Villarrica,Calle,S/N,Sector Liumalla,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-39.380398,-72.236683,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-556,121556,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Manhue,9109,Loncoche,Calle,S/N,Sector Manhue,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-39.218007,-72.395306,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-558,121558,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Caburga,9115,Pucón,Calle,S/N,Sector Caburga,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-39.234533,-71.824486,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-559,121559,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Paillaco,9115,Pucón,Calle,S/N,Sector Paillaco,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-39.196709,-71.760477,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-560,121560,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Quelhue,9115,Pucón,Calle,S/N,Sector Quelhue,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-39.261094,-71.919991,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-561,121561,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Pangueco (Galvarino),9106,Galvarino,Calle,S/N,Sector Pangueco,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-38.366715,-72.871104,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-562,121562,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Radal,9105,Freire,Calle,S/N,Aldea de Radal,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-38.985775,-72.386534,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-563,121563,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Allipén,9105,Freire,Calle,S/N,Caserío de Allipen,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-38.953631,-72.44589,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-564,121564,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Quetroco,9105,Freire,Calle,S/N,Sector Quetroco,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-39.014724,-72.442152,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-565,121565,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Coipué (Freire),9105,Freire,Calle,S/N,Caserío de Coipué,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-39.080734,-72.449003,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-566,121566,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Lliuco(Freire),9105,Freire,Calle,S/N,Sector Lliuco,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-38.967933,-72.844867,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-567,121567,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural San Ramón,9112,Padre Las Casas,Calle,S/N,Caserío de San Ramón,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-38.869955,-72.396656,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-568,121568,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Guiñimo,9105,Freire,Calle,S/N,Sector Guiñimo,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-39.002549,-72.806386,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-570,121570,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Santa María Llaima,9110,Melipeuco,Calle,S/N,Sector Santa María Llaima,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-38.883984,-71.754473,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-571,121571,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Alto Carén,9110,Melipeuco,Calle,S/N,Sector Alto Carén,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-38.881056,-71.529339,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-572,121572,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Cumcumllaque,9110,Melipeuco,Calle,S/N,Sector Cumcumllaque,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-38.854533,-71.606332,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-573,121573,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural San Pedro de Pucón,9115,Pucón,Calle,1424,Ejercito ,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-39.264335,-71.777233,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-575,121575,21-312,121312,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Centro Comunitario de Salud Familiar (CECOSF),Establecimiento de Salud,NO,NO,Municipal,Primario,Centro Comunitario de Salud Familiar Barros Arana,9117,Teodoro Schmidt,Calle,S/N,"1 Poniente, localidad de Barros Arana",452664032,39814,No Aplica,No Aplica,43028,De PSR a Cecosf,-38.987383,-72.92221,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-576,121576,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Pichichelle,9117,Teodoro Schmidt,Calle,S/N,Sector Pichichelle,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-38.995883,-73.261892,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-577,121577,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Yenehue,9117,Teodoro Schmidt,Calle,S/N,Sector Yenehue,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-38.985061,-73.306053,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-578,121578,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Número Tres,9116,Saavedra,Calle,410,Bernardo O'Higgins,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-38.929054,-73.236454,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-579,121579,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Nohualhue,9117,Teodoro Schmidt,Calle,S/N,Sector Nohualhue,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-38.901585,-72.969115,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-580,121580,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Malalche,9121,Cholchol,Calle,S/N,Sector Malalche,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-38.580215,-72.946178,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-581,121581,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Catripulli ( Curarrehue ),9104,Curarrehue,Calle,S/N,Sector Catripulli,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-39.349627,-71.707351,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-582,121582,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Maite,9104,Curarrehue,Calle,S/N,Sector Maite,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-39.31083,-71.454499,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-583,121583,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Reigolil,9104,Curarrehue,Calle,S/N,Sector Reigolil,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-39.117392,-71.474341,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-584,121584,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Faja Ricci,9107,Gorbea,Calle,S/N,Sector Faja Ricci,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-39.130179,-72.750501,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-585,121585,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Liuco (Gorbea),9107,Gorbea,Calle,S/N,Comuna de Gorbea,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-39.205362,-72.584089,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-586,121586,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Quiñenahuín,9104,Curarrehue,Calle,S/N,Sector Quiñenahuín,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-39.218263,-71.435298,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-587,121587,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Epeukura,9104,Curarrehue,Calle,S/N,Camino a Reilgolil,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-39.18122,-71.474267,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
21-588,121588,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Posta de Salud Rural (PSR),Establecimiento de Salud,NO,NO,Municipal,Primario,Posta de Salud Rural Molco (Nueva Imperial ),9111,Nueva Imperial,Calle,S/N,Sector Molco,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-38.847264,-73.074103,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
